purchase_make,purchase_model,purchase_vehicle_year,purchase_price_LB,trade_in,vehicle_financing,customer_income,customer_gender,AgeBin,made_in,job_assign,Labels
NISSAN,PATHFINDER,2014,35001.0,1,1,80001 - 100000,M,Sixties,JAPAN,Miscellaneous Computer Occupations,4
CHEVROLET,EQUINOX,2013,20001.0,1,1,60001 - 80000,M,Twenties,UNITED STATES,Fashion Designers,4
GMC,YUKON,2007,20001.0,1,1,80001 - 100000,M,Twenties,UNITED STATES,Marine Engineers and Naval Architects,4
LINCOLN,MKX,2013,25001.0,1,1,140001 - 160000,F,Fifties,UNITED STATES,"Airline Pilots, Copilots, and Flight Engineers",4
HONDA,PILOT,2011,20001.0,0,1,140001 - 160000,M,Thirties,JAPAN,Computer and Information Systems Managers,4
DODGE,JOURNEY,2009,15001.0,0,1,60001 - 80000,M,Forties,UNITED STATES,"Mathematical Science Teachers, Postsecondary",4
JEEP,GRAND CHEROKEE,2012,30001.0,0,1,60001 - 80000,M,Twenties,UNITED STATES,Gas Plant Operators,4
CADILLAC,ESCALADE,2009,45001.0,1,1,200001+,M,Forties,UNITED STATES,Family Medicine Physicians,4
HONDA,PILOT,2012,30001.0,0,1,100001 - 120000,F,Forties,JAPAN,Optometrists,4
BMW,X3,2012,35001.0,1,1,160001 - 180000,F,Thirties,GERMANY,"Pediatricians, General",4
INFINITI,QX56,2008,30001.0,1,1,200001+,M,Thirties,JAPAN,General Internal Medicine Physicians,4
FORD,FLEX,2011,30001.0,1,1,60001 - 80000,U,Thirties,UNITED STATES,Chemists,4
CADILLAC,SRX,2011,30001.0,1,1,100001 - 120000,F,Fifties,UNITED STATES,Physician Assistants,4
JEEP,COMPASS,2014,20001.0,1,1,80001 - 100000,F,Forties,UNITED STATES,Radiation Therapists,4
INFINITI,QX56,2013,50001.0,1,1,140001 - 160000,M,Forties,JAPAN,"Dentists, All Other Specialists",4
LAND ROVER,RANGE ROVER,2012,55001.0,1,1,200001+,M,Forties,UNITED KINGDOM,Family Medicine Physicians,4
LAND ROVER,RANGE ROVER SPORT,2011,50001.0,1,1,200001+,M,Forties,UNITED KINGDOM,Family Medicine Physicians,4
ACURA,MDX,2011,25001.0,1,1,200001+,M,Forties,JAPAN,"Physicians, All Other; and Ophthalmologists, Except Pediatric",4
FORD,ESCAPE,2013,25001.0,0,1,100001 - 120000,M,Forties,UNITED STATES,Medical and Health Services Managers,4
CHEVROLET,SUBURBAN 1500,2010,30001.0,1,1,200001+,M,Thirties,UNITED STATES,General Internal Medicine Physicians,4
MERCEDES-BENZ,ML350,2009,25001.0,1,1,80001 - 100000,F,Forties,GERMANY,"Business Teachers, Postsecondary",4
CHEVROLET,TAHOE,2007,15001.0,1,1,100001 - 120000,M,Thirties,UNITED STATES,"Law Teachers, Postsecondary",4
CHEVROLET,TRAVERSE,2012,20001.0,1,1,100001 - 120000,M,Thirties,UNITED STATES,Nuclear Engineers,4
GMC,ACADIA,2010,25001.0,0,1,200001+,M,Forties,UNITED STATES,General Internal Medicine Physicians,4
BMW,X5,2012,50001.0,1,1,80001 - 100000,F,Forties,GERMANY,"Engineering and Architecture Teachers, Postsecondary",4
FORD,EXPLORER,2012,30001.0,1,1,60001 - 80000,U,Forties,UNITED STATES,Conservation Scientists and Foresters,4
NISSAN,XTERRA,2008,20001.0,1,1,60001 - 80000,M,Sixties,JAPAN,Buyers and Purchasing Agents,4
BMW,X5,2011,40001.0,0,1,100001 - 120000,M,Forties,GERMANY,"Engineering Teachers, Postsecondary",4
TOYOTA,HIGHLANDER,2013,35001.0,1,1,100001 - 120000,M,Twenties,JAPAN,Optometrists,4
HONDA,PILOT,2011,30001.0,1,1,100001 - 120000,M,Thirties,JAPAN,"Engineering Teachers, Postsecondary",4
VOLKSWAGEN,TOUAREG,2010,25001.0,0,1,200001+,M,Forties,GERMANY,Family Medicine Physicians,4
CHEVROLET,TAHOE,2009,20001.0,1,1,60001 - 80000,U,Thirties,UNITED STATES,Pile Driver Operators,4
DODGE,DURANGO,2014,35001.0,0,1,60001 - 80000,M,Forties,UNITED STATES,Foresters,4
FORD,EXPLORER,2011,30001.0,1,1,140001 - 160000,F,Thirties,UNITED STATES,"Airline Pilots, Copilots, and Flight Engineers",4
GMC,ACADIA,2008,20001.0,1,1,80001 - 100000,F,Thirties,UNITED STATES,Miscellaneous Engineers,4
CHEVROLET,TAHOE,2011,35001.0,1,1,100001 - 120000,M,Forties,UNITED STATES,Aerospace Engineers,4
HONDA,CR-V,2010,20001.0,1,1,80001 - 100000,M,Forties,JAPAN,"Education Administrators, Kindergarten through Secondary",4
CHEVROLET,EQUINOX,2012,20001.0,1,1,80001 - 100000,M,Forties,UNITED STATES,Personal Financial Advisors,4
JEEP,COMMANDER,2009,20001.0,1,1,180001 - 200000,F,Twenties,UNITED STATES,Chief Executives,4
HONDA,CR-V,2011,20001.0,0,1,60001 - 80000,F,Forties,JAPAN,Supervisors of Protective Service Workers,4
MAZDA,CX-7,2010,15001.0,1,1,80001 - 100000,M,Forties,JAPAN,Hydrologists,4
CHEVROLET,TRAVERSE,2010,25001.0,0,1,60001 - 80000,U,Forties,UNITED STATES,Supervisors of Protective Service Workers,4
