purchase_make,purchase_model,purchase_vehicle_year,purchase_price_LB,trade_in,vehicle_financing,customer_income,customer_gender,AgeBin,made_in,job_assign,Labels
SMART,FORTWO,2009,10001.0,1,1,40001 - 60000,M,Twenties,SWITZERLAND,First-Line Supervisors of Retail Sales Workers,1
SMART,FORTWO,2011,10001.0,1,1,0 - 20000,M,Seventies,SWITZERLAND,Home Health and Personal Care Aides,1
SMART,FORTWO,2008,10001.0,1,1,0 - 20000,M,Seventies,SWITZERLAND,Other Transportation Workers,1
HYUNDAI,ENTOURAGE,2007,10001.0,1,1,40001 - 60000,M,Fifties,SOUTH KOREA,Miscellaneous Legal Support Workers,1
SMART,FORTWO,2013,10001.0,0,1,20001 - 40000,M,Forties,SWITZERLAND,"Pressers, Textile, Garment, and Related Materials",1
SMART,FORTWO,2008,5001.0,1,0,?,F,Forties,SWITZERLAND,Natural Sciences Managers,1
SMART,FORTWO,2008,10001.0,0,1,60001 - 80000,M,Thirties,SWITZERLAND,"Foreign Language and Literature Teachers, Postsecondary",1
SMART,FORTWO,2009,5001.0,0,1,0 - 20000,U,Twenties,SWITZERLAND,Childcare Workers,1
VOLVO,C70,2008,15001.0,1,0,40001 - 60000,U,Forties,SWEDEN,"Meter Readers, Utilities",1
JAGUAR,XK,2007,25001.0,1,0,140001 - 160000,M,Thirties,UNITED KINGDOM,Computer and Information Systems Managers,1
SMART,FORTWO,2009,10001.0,0,0,0 - 20000,F,Fifties,SWITZERLAND,"Food Preparation and Serving Related Workers, All Other",1
SMART,FORTWO,2008,10001.0,1,1,20001 - 40000,M,Forties,SWITZERLAND,Stockers and Order Fillers,1
SMART,FORTWO,2010,10001.0,0,1,0 - 20000,F,Twenties,SWITZERLAND,Animal Trainers,1
SMART,FORTWO,2009,10001.0,0,1,60001 - 80000,M,Thirties,SWITZERLAND,"Postal Service Mail Sorters, Processors, and Processing Machine Operators",1
VOLVO,C70,2010,20001.0,0,1,40001 - 60000,M,Twenties,SWEDEN,Graphic Designers,1
HYUNDAI,ENTOURAGE,2007,10001.0,0,1,40001 - 60000,M,Forties,SOUTH KOREA,"Mobile Heavy Equipment Mechanics, Except Engines",1
SMART,FORTWO,2011,10001.0,0,1,60001 - 80000,U,Thirties,SWITZERLAND,"Clinical, Counseling, and School Psychologists",1
