purchase_make,purchase_model,purchase_vehicle_year,purchase_price_LB,trade_in,vehicle_financing,customer_income,customer_gender,AgeBin,made_in,job_assign,Labels
HONDA,FIT,2009,10001.0,1,0,?,M,Thirties,JAPAN,Electro-Mechanical and Mechatronics Technologists and Technicians,1
MAZDA,MAZDA2,2011,10001.0,1,0,0 - 20000,F,Seventies,JAPAN,Food Preparation Workers,1
TOYOTA,YARIS,2012,10001.0,0,0,0 - 20000,F,Seventies,JAPAN,Amusement and Recreation Attendants,1
NISSAN,CUBE,2009,10001.0,0,0,?,F,Forties,JAPAN,Food Preparation and Serving Related Occupations,1
CHEVROLET,CAPTIVA SPORT,2012,15001.0,0,0,20001 - 40000,F,Forties,UNITED STATES,"Office Clerks, General",1
CHEVROLET,CAPTIVA SPORT,2012,20001.0,0,0,20001 - 40000,F,Thirties,UNITED STATES,"Mail Clerks and Mail Machine Operators, Except Postal Service",1
VOLKSWAGEN,RABBIT,2008,10001.0,0,0,?,F,Fifties,GERMANY,"Telecommunications Equipment Installers and Repairers, Except Line Installers",1
MINI,COOPER,2012,20001.0,1,0,?,M,Twenties,UNITED KINGDOM,"Model Makers, Metal and Plastic",1
TOYOTA,PRIUS,2010,15001.0,1,0,0 - 20000,M,Fifties,JAPAN,"Farmworkers, Farm, Ranch, and Aquacultural Animals",1
HONDA,FIT,2012,15001.0,1,0,?,U,Forties,JAPAN,Food Preparation and Serving Related Occupations,1
JEEP,LIBERTY,2012,15001.0,0,0,?,F,Fifties,UNITED STATES,Detectives and Criminal Investigators,1
KIA,RIO5,2008,5001.0,0,0,?,F,Fifties,SOUTH KOREA,"Health Specialties Teachers, Postsecondary",1
MINI,COOPER,2007,10001.0,0,0,20001 - 40000,M,Twenties,UNITED KINGDOM,New Accounts Clerks,1
VOLKSWAGEN,RABBIT,2009,10001.0,0,0,?,M,Thirties,GERMANY,Firefighting and Prevention Workers,1
TOYOTA,MATRIX,2009,15001.0,0,0,80001 - 100000,M,Seventies,JAPAN,Civil Engineers,1
SATURN,AURA,2008,10001.0,0,0,?,M,Eighties,UNITED STATES,Other Management Occupations,1
TOYOTA,PRIUS,2012,20001.0,0,0,?,F,Forties,JAPAN,Environmental Scientists and Geoscientists,1
MITSUBISHI,ECLIPSE,2012,10001.0,0,0,?,U,Twenties,JAPAN,Data Entry Keyers,1
HONDA,FIT,2013,15001.0,1,0,?,F,Thirties,JAPAN,Family Medicine Physicians,1
AUDI,ALLROAD,2013,35001.0,1,0,0 - 20000,F,Fifties,GERMANY,"Packers and Packagers, Hand",1
VOLVO,C30,2011,20001.0,1,0,?,F,Thirties,SWEDEN,"Food Preparation and Serving Related Workers, All Other",1
MERCEDES-BENZ,R320,2008,25001.0,0,0,60001 - 80000,U,Thirties,GERMANY,Signal and Track Switch Repairers,1
TOYOTA,PRIUS,2010,20001.0,1,0,?,F,Forties,JAPAN,"Teaching Assistants, Postsecondary",1
TOYOTA,YARIS,2007,10001.0,1,0,?,U,Twenties,JAPAN,Actuaries,1
TOYOTA,PRIUS,2006,10001.0,1,0,?,M,Thirties,JAPAN,"Teaching Assistants, Except Postsecondary",1
JEEP,LIBERTY,2011,15001.0,0,0,?,U,Sixties,UNITED STATES,Forest and Conservation Workers,1
VOLVO,C30,2009,10001.0,0,0,?,M,Thirties,SWEDEN,Broadcast Announcers and Radio Disc Jockeys,1
TOYOTA,YARIS,2010,10001.0,0,0,?,M,Twenties,JAPAN,"Cooks, Restaurant",1
CHEVROLET,CAPTIVA SPORT,2012,15001.0,1,0,?,F,Eighties,UNITED STATES,Market Research Analysts and Marketing Specialists,1
TOYOTA,PRIUS V,2012,20001.0,1,0,0 - 20000,F,Fifties,JAPAN,Maids and Housekeeping Cleaners,1
TOYOTA,PRIUS,2010,20001.0,0,0,?,M,Fifties,JAPAN,"Food Servers, Nonrestaurant",1
TOYOTA,YARIS,2008,10001.0,1,0,40001 - 60000,F,Forties,JAPAN,Environmental Science and Geoscience Technicians,1
TOYOTA,PRIUS,2010,15001.0,0,0,40001 - 60000,F,Twenties,JAPAN,Operating Engineers and Other Construction Equipment Operators,1
TOYOTA,PRIUS,2011,20001.0,1,0,?,M,Sixties,JAPAN,Sociologists,1
HONDA,FIT,2011,10001.0,1,0,?,F,Twenties,JAPAN,Hoist and Winch Operators,1
SUBARU,OUTBACK,2011,25001.0,1,0,?,M,Thirties,JAPAN,Bakers,1
MINI,COOPER,2009,15001.0,0,0,40001 - 60000,F,Forties,UNITED KINGDOM,Agricultural Inspectors,1
HONDA,FIT,2009,10001.0,0,0,?,M,Thirties,JAPAN,"Cement Masons, Concrete Finishers, and Terrazzo Workers",1
MINI,COOPER,2011,20001.0,0,0,?,F,Forties,UNITED KINGDOM,Food Preparation Workers,1
KIA,SOUL,2013,10001.0,0,0,?,M,Forties,SOUTH KOREA,"Food Processing Workers, All Other",1
MINI,COOPER,2009,15001.0,1,0,40001 - 60000,M,Thirties,UNITED KINGDOM,Prepress Technicians and Workers,1
HONDA,FIT,2009,15001.0,0,0,40001 - 60000,F,Sixties,JAPAN,"Production, Planning, and Expediting Clerks",1
JEEP,LIBERTY,2012,15001.0,1,0,40001 - 60000,M,Twenties,UNITED STATES,Crane and Tower Operators,1
TOYOTA,PRIUS,2012,20001.0,1,0,?,M,Sixties,JAPAN,Pipelayers,1
