purchase_make,purchase_model,purchase_vehicle_year,purchase_price_LB,trade_in,vehicle_financing,customer_income,customer_gender,AgeBin,made_in,job_assign,Labels
JEEP,LIBERTY,2005,10001.0,0,1,60001 - 80000,F,Fifties,UNITED STATES,"Special Education Teachers, Kindergarten and Elementary School",0
INFINITI,FX35,2006,15001.0,1,1,40001 - 60000,U,Thirties,JAPAN,"Child, Family, and School Social Workers",0
JEEP,LIBERTY,2006,10001.0,0,1,40001 - 60000,F,Sixties,UNITED STATES,Sound Engineering Technicians,0
JEEP,LIBERTY,2007,10001.0,1,1,40001 - 60000,M,Sixties,UNITED STATES,Heavy and Tractor-Trailer Truck Drivers,0
MITSUBISHI,ECLIPSE,2004,5001.0,1,1,20001 - 40000,M,Twenties,JAPAN,"Helpers--Brickmasons, Blockmasons, Stonemasons, and Tile and Marble Setters",0
SUBARU,OUTBACK,2008,10001.0,0,1,20001 - 40000,F,Thirties,JAPAN,"Molders and Molding Machine Setters, Operators, and Tenders, Metal and Plastic",0
TOYOTA,PRIUS,2005,10001.0,0,1,40001 - 60000,M,Twenties,JAPAN,Tool and Die Makers,0
TOYOTA,YARIS,2007,5001.0,0,1,20001 - 40000,F,Twenties,JAPAN,"Multiple Machine Tool Setters, Operators, and Tenders, Metal and Plastic",0
LEXUS,RX 330,2004,10001.0,1,1,120001 - 140000,M,Fifties,JAPAN,Pharmacists,0
TOYOTA,MATRIX,2006,10001.0,1,1,20001 - 40000,F,Twenties,JAPAN,Data Entry and Information Processing Workers,0
MINI,COOPER,2005,15001.0,0,1,60001 - 80000,F,Fifties,UNITED KINGDOM,"Railroad Brake, Signal, and Switch Operators and Locomotive Firers",0
VOLKSWAGEN,GTI,2005,10001.0,1,1,40001 - 60000,M,Thirties,GERMANY,Travel Agents,0
LEXUS,RX 330,2005,15001.0,0,1,20001 - 40000,F,Twenties,JAPAN,"Production Workers, All Other",0
TOYOTA,MATRIX,2009,10001.0,0,1,60001 - 80000,M,Fifties,JAPAN,Miscellaneous Life Scientists,0
MITSUBISHI,ECLIPSE,2007,10001.0,1,1,80001 - 100000,F,Twenties,JAPAN,Industrial Engineers,0
JEEP,LIBERTY,2006,10001.0,1,1,20001 - 40000,M,Forties,UNITED STATES,"Opticians, Dispensing",0
MITSUBISHI,ECLIPSE,2008,10001.0,0,1,40001 - 60000,M,Twenties,JAPAN,"Adult Basic Education, Adult Secondary Education, and English as a Second Language Instructors",0
TOYOTA,MATRIX,2007,10001.0,0,1,140001 - 160000,M,Fifties,JAPAN,Architectural and Engineering Managers,0
SUBARU,OUTBACK,2009,15001.0,0,1,0 - 20000,M,Forties,JAPAN,Gambling and Sports Book Writers and Runners,0
MAZDA,PROTEGE5,2002,5001.0,0,1,20001 - 40000,F,Twenties,JAPAN,"Baggage Porters, Bellhops, and Concierges",0
JEEP,LIBERTY,2006,5001.0,1,1,20001 - 40000,M,Twenties,UNITED STATES,Motorcycle Mechanics,0
INFINITI,FX35,2004,10001.0,1,1,60001 - 80000,F,Thirties,JAPAN,Orthotists and Prosthetists,0
MINI,COOPER,2007,10001.0,1,1,40001 - 60000,M,Thirties,UNITED KINGDOM,"Rail Transportation Workers, All Other",0
JEEP,LIBERTY,2005,5001.0,0,1,20001 - 40000,U,Twenties,UNITED STATES,"Metal Workers and Plastic Workers, All Other",0
MINI,COOPER,2004,10001.0,0,0,?,M,Twenties,UNITED KINGDOM,Glaziers,0
TOYOTA,PRIUS,2007,15001.0,0,1,60001 - 80000,M,Twenties,JAPAN,Respiratory Therapists,0
TOYOTA,YARIS,2007,5001.0,1,1,100001 - 120000,M,Thirties,JAPAN,Computer Hardware Engineers,0
JEEP,LIBERTY,2004,10001.0,0,1,20001 - 40000,M,Twenties,UNITED STATES,Other Sales and Related Workers,0
LEXUS,RX 330,2005,15001.0,0,1,60001 - 80000,U,Sixties,JAPAN,Electrical and Electronics Drafters,0
MITSUBISHI,ECLIPSE,2006,10001.0,1,1,0 - 20000,U,Twenties,JAPAN,"Agricultural Workers, All Other",0
SUBARU,OUTBACK,2005,10001.0,0,1,20001 - 40000,F,Twenties,JAPAN,"Multiple Machine Tool Setters, Operators, and Tenders, Metal and Plastic",0
INFINITI,FX35,2005,15001.0,0,1,80001 - 100000,M,Thirties,JAPAN,Geographers,0
KIA,SPECTRA,2006,5001.0,0,1,?,M,Sixties,SOUTH KOREA,Teaching Assistants,0
JEEP,LIBERTY,2004,10001.0,1,1,60001 - 80000,M,Thirties,UNITED STATES,Aircraft Mechanics and Service Technicians,0
MINI,COOPER,2005,10001.0,0,1,40001 - 60000,F,Twenties,UNITED KINGDOM,"Kindergarten Teachers, Except Special Education",0
LEXUS,RX 330,2004,15001.0,0,1,160001 - 180000,M,Forties,JAPAN,"Pediatricians, General",0
MINI,COOPER,2006,10001.0,0,1,40001 - 60000,F,Thirties,UNITED KINGDOM,Counselors,0
TOYOTA,PRIUS,2007,10001.0,0,1,40001 - 60000,U,Twenties,JAPAN,Survey Researchers,0
JEEP,LIBERTY,2008,10001.0,0,1,20001 - 40000,U,Thirties,UNITED STATES,Butchers and Meat Cutters,0
MINI,COOPER,2006,10001.0,1,1,20001 - 40000,M,Thirties,UNITED KINGDOM,Cooling and Freezing Equipment Operators and Tenders,0
JEEP,LIBERTY,2007,10001.0,0,1,80001 - 100000,M,Forties,UNITED STATES,"Education Administrators, All Other",0
TOYOTA,YARIS,2009,10001.0,0,1,20001 - 40000,F,UnderTwenty,JAPAN,Medical Assistants,0
JEEP,LIBERTY,2006,10001.0,0,1,40001 - 60000,F,Twenties,UNITED STATES,"News Analysts, Reporters and Journalists",0
TOYOTA,PRIUS,2008,15001.0,0,1,80001 - 100000,M,Thirties,JAPAN,"Business Teachers, Postsecondary",0
LEXUS,RX 330,2006,15001.0,0,1,60001 - 80000,M,Forties,JAPAN,Executive Secretaries and Executive Administrative Assistants,0
MITSUBISHI,ECLIPSE,2007,10001.0,0,1,20001 - 40000,M,Twenties,JAPAN,Gambling Dealers,0
LEXUS,RX 330,2004,15001.0,1,1,100001 - 120000,M,Forties,JAPAN,"Psychologists, All Other",0
TOYOTA,YARIS,2008,10001.0,0,1,20001 - 40000,M,Twenties,JAPAN,Miscellaneous Personal Appearance Workers,0
MINI,COOPER,2007,15001.0,0,1,160001 - 180000,M,Thirties,UNITED KINGDOM,Nurse Anesthetists,0
