,purchase_make,purchase_model,purchase_vehicle_year,purchase_price_LB,trade_in,vehicle_financing,customer_income,customer_gender,AgeBin,made_in,job_assign,Labels
7,NISSAN,VERSA,2011,10001.0,0,0,?,F,UnderTwenty,JAPAN,Architectural and Engineering Managers,2
8,KIA,FORTE,2011,10001.0,1,0,?,M,Sixties,SOUTH KOREA,Sailors and Marine Oilers,2
17,NISSAN,VERSA,2007,10001.0,1,0,?,F,Sixties,JAPAN,"Metal Furnace Operators, Tenders, Pourers, and Casters",2
19,TOYOTA,AVALON,2011,25001.0,1,0,?,U,Eighties,JAPAN,Electrical and Electronics Engineers,2
21,LEXUS,ES 330,2006,10001.0,1,0,100001 - 120000,M,Fifties,JAPAN,Public Relations and Fundraising Managers,2
38,CHRYSLER,200,2012,15001.0,1,0,0 - 20000,F,Thirties,UNITED STATES,Couriers and Messengers,2
40,KIA,FORTE,2013,10001.0,0,0,?,U,Twenties,SOUTH KOREA,Food Service Managers,2
49,HYUNDAI,SONATA,2010,10001.0,1,0,?,M,Eighties,SOUTH KOREA,Historians,2
52,BMW,328,2009,20001.0,1,0,?,M,Forties,GERMANY,Community and Social Service Occupations,2
55,TOYOTA,CAMRY,2010,15001.0,1,0,?,U,Forties,JAPAN,"Nursing Instructors and Teachers, Postsecondary",2
57,NISSAN,ALTIMA,2010,10001.0,1,0,20001 - 40000,F,Fifties,JAPAN,Woodworkers,2
58,ACURA,TSX,2005,10001.0,1,0,?,M,Fifties,JAPAN,"Door-to-Door Sales Workers, News and Street Vendors, and Related Workers",2
67,DODGE,AVENGER,2012,15001.0,0,0,0 - 20000,M,Seventies,UNITED STATES,"Passenger Vehicle Drivers, Except Bus Drivers, Transit and Intercity",2
69,TOYOTA,COROLLA,2010,10001.0,0,0,?,M,Fifties,JAPAN,Petroleum Engineers,2
70,HYUNDAI,ACCENT,2009,5001.0,1,0,?,U,Twenties,SOUTH KOREA,Landscape Architects,2
75,DODGE,CHARGER,2012,30001.0,0,0,20001 - 40000,U,UnderTwenty,UNITED STATES,Demonstrators and Product Promoters,2
81,NISSAN,SENTRA,2013,15001.0,0,0,40001 - 60000,M,Twenties,JAPAN,"Educational Instruction and Library Workers, All Other",2
90,MAZDA,MAZDA3,2011,15001.0,0,0,?,F,Fifties,JAPAN,Assemblers and Fabricators,2
93,FORD,FOCUS,2012,15001.0,1,0,?,F,Unknown,UNITED STATES,Material Moving Workers,2
100,NISSAN,ALTIMA,2010,10001.0,0,0,60001 - 80000,M,Thirties,JAPAN,"Electrical and Electronics Installers and Repairers, Transportation Equipment",2
101,NISSAN,SENTRA,2010,10001.0,0,0,0 - 20000,F,Fifties,JAPAN,Veterinary Assistants and Laboratory Animal Caretakers,2
120,LEXUS,IS 250,2010,15001.0,0,0,0 - 20000,F,Forties,JAPAN,"Packers and Packagers, Hand",2
124,MAZDA,MAZDA3,2010,10001.0,1,0,80001 - 100000,F,Twenties,JAPAN,Social Scientists and Related Workers,2
130,LEXUS,ES 350,2010,20001.0,0,0,?,U,Fifties,JAPAN,"Railroad Brake, Signal, and Switch Operators and Locomotive Firers",2
134,MAZDA,MAZDA3,2008,10001.0,0,0,20001 - 40000,F,Thirties,JAPAN,Food Preparation Workers,2
139,HYUNDAI,SONATA HYBRID,2012,20001.0,0,0,?,F,Forties,SOUTH KOREA,Food Preparation Workers,2
140,FORD,FIESTA,2011,10001.0,1,0,120001 - 140000,M,Forties,UNITED STATES,Podiatrists,2
147,BMW,528,2008,20001.0,1,0,?,F,Forties,GERMANY,Buyers and Purchasing Agents,2
151,NISSAN,ALTIMA,2011,15001.0,0,0,40001 - 60000,M,Thirties,JAPAN,"Engineering Technologists and Technicians, Except Drafters",2
161,CADILLAC,CTS,2008,15001.0,0,0,?,M,Seventies,UNITED STATES,Physical Therapist Assistants and Aides,2
163,HYUNDAI,SONATA,2011,15001.0,0,0,?,M,Fifties,SOUTH KOREA,Computer and Mathematical Occupations,2
165,FORD,FUSION,2011,10001.0,0,0,80001 - 100000,M,Fifties,UNITED STATES,"Agricultural Sciences Teachers, Postsecondary",2
168,AUDI,A4,2008,20001.0,1,0,?,M,Twenties,GERMANY,Shoe Machine Operators and Tenders,2
169,VOLVO,S40,2010,15001.0,1,0,?,F,Twenties,SWEDEN,Childcare Workers,2
173,MERCURY,MONTEGO,2007,10001.0,0,0,?,M,Twenties,UNITED STATES,Family Medicine Physicians,2
176,CHRYSLER,200,2012,15001.0,0,0,0 - 20000,M,Sixties,UNITED STATES,"Cutters and Trimmers, Hand",2
178,FORD,FUSION,2010,15001.0,1,0,?,F,Sixties,UNITED STATES,"Physicians, All Other; and Ophthalmologists, Except Pediatric",2
179,MAZDA,MAZDA6,2010,10001.0,0,0,?,U,Thirties,JAPAN,"Miscellaneous First-Line Supervisors, Protective Service Workers",2
180,BMW,528,2011,35001.0,0,0,?,U,Forties,GERMANY,Shoe Machine Operators and Tenders,2
192,NISSAN,ALTIMA,2010,15001.0,0,0,?,M,Twenties,JAPAN,"Criminal Justice and Law Enforcement Teachers, Postsecondary",2
201,TOYOTA,CAMRY,2013,20001.0,0,0,?,F,Fifties,JAPAN,"Plant and System Operators, All Other",2
202,MAZDA,MAZDA3,2010,10001.0,0,0,20001 - 40000,M,Twenties,JAPAN,Physical Therapist Aides,2
218,FORD,FOCUS,2012,15001.0,0,0,?,F,Forties,UNITED STATES,"Tailors, Dressmakers, and Custom Sewers",2
223,LEXUS,HS 250H,2010,25001.0,0,0,60001 - 80000,F,Thirties,JAPAN,Nuclear Medicine Technologists,2
224,NISSAN,ALTIMA,2008,10001.0,0,0,60001 - 80000,M,Thirties,JAPAN,Cost Estimators,2
228,NISSAN,ALTIMA,2012,15001.0,1,0,200001+,M,Forties,JAPAN,General Internal Medicine Physicians,2
236,BUICK,LACROSSE,2007,10001.0,0,0,20001 - 40000,M,Forties,UNITED STATES,Production Occupations,2
238,SUBARU,LEGACY,2008,10001.0,0,0,?,F,Fifties,JAPAN,"Law, Criminal Justice, and Social Work Teachers, Postsecondary",2
240,NISSAN,ALTIMA,2012,20001.0,1,0,120001 - 140000,F,Thirties,JAPAN,Lawyers and Judicial Law Clerks,2
248,BMW,328,2008,15001.0,0,0,80001 - 100000,M,Twenties,GERMANY,Materials Scientists,2
257,HYUNDAI,ELANTRA,2012,15001.0,0,0,20001 - 40000,F,Twenties,SOUTH KOREA,Miscellaneous Production Workers,2
266,MERCEDES-BENZ,S500,2004,15001.0,1,0,60001 - 80000,M,Seventies,GERMANY,Stationary Engineers and Boiler Operators,2
267,TOYOTA,CAMRY,2010,20001.0,0,0,0 - 20000,M,Fifties,JAPAN,Parts Salespersons,2
275,CADILLAC,CTS,2009,35001.0,0,0,?,M,Forties,UNITED STATES,Civil Engineering Technologists and Technicians,2
277,LEXUS,GX 470,2005,10001.0,0,0,?,M,Thirties,JAPAN,Air Traffic Controllers and Airfield Operations Specialists,2
284,NISSAN,ALTIMA,2012,15001.0,0,0,20001 - 40000,F,Forties,JAPAN,Agricultural Equipment Operators,2
285,LEXUS,LS 430,2004,20001.0,1,0,?,M,Sixties,JAPAN,General Internal Medicine Physicians,2
291,NISSAN,MAXIMA,2012,20001.0,1,0,60001 - 80000,M,Fifties,JAPAN,Web Developers and Digital Interface Designers,2
304,DODGE,AVENGER,2012,10001.0,0,0,?,F,Forties,UNITED STATES,Supervisors of Protective Service Workers,2
305,NISSAN,ALTIMA,2010,20001.0,0,0,?,F,Seventies,JAPAN,"Environmental Science and Protection Technicians, Including Health",2
310,TOYOTA,CAMRY,2010,15001.0,0,0,?,F,Twenties,JAPAN,"Business Teachers, Postsecondary",2
315,HYUNDAI,ELANTRA,2013,15001.0,1,0,0 - 20000,U,Sixties,SOUTH KOREA,"Library Assistants, Clerical",2
321,TOYOTA,CAMRY,2011,15001.0,1,0,60001 - 80000,M,Forties,JAPAN,Supervisors of Production Workers,2
323,NISSAN,ALTIMA,2011,15001.0,1,0,20001 - 40000,U,UnderTwenty,JAPAN,Fast Food and Counter Workers,2
324,MERCURY,GRAND MARQUIS,2008,10001.0,0,0,?,M,Forties,UNITED STATES,"Entertainers and Performers, Sports and Related Workers",2
335,MAZDA,MAZDA3,2007,10001.0,0,0,?,F,Seventies,JAPAN,"Engineering and Architecture Teachers, Postsecondary",2
340,TOYOTA,CAMRY,2011,15001.0,0,0,20001 - 40000,M,Twenties,JAPAN,Adhesive Bonding Machine Operators and Tenders,2
348,CHRYSLER,300,2012,25001.0,0,0,?,M,Fifties,UNITED STATES,Nurse Practitioners,2
