purchase_make,purchase_model,purchase_vehicle_year,purchase_price_LB,trade_in,vehicle_financing,customer_income,customer_gender,AgeBin,made_in,job_assign,Labels
MERCEDES-BENZ,E350,2008,20001.0,1,1,80001 - 100000,M,UnderTwenty,GERMANY,Statisticians,0
CHEVROLET,CAMARO,2010,20001.0,1,1,140001 - 160000,M,Twenties,UNITED STATES,Architectural and Engineering Managers,0
JEEP,WRANGLER,2010,20001.0,1,1,60001 - 80000,M,Thirties,UNITED STATES,"Social Work Teachers, Postsecondary",0
AUDI,A3,2007,15001.0,1,1,40001 - 60000,F,Thirties,GERMANY,Counselors,0
MERCEDES-BENZ,E350,2010,30001.0,1,1,200001+,M,Thirties,GERMANY,Family Medicine Physicians,0
JEEP,WRANGLER,2010,15001.0,1,1,20001 - 40000,M,Twenties,UNITED STATES,"Installation, Maintenance, and Repair Workers, All Other",0
MERCEDES-BENZ,E350,2009,25001.0,1,1,80001 - 100000,U,Forties,GERMANY,Materials Engineers,0
JEEP,WRANGLER,2011,25001.0,1,1,20001 - 40000,F,Twenties,UNITED STATES,Fast Food and Counter Workers,0
CHEVROLET,CAMARO,2011,20001.0,1,1,20001 - 40000,M,Forties,UNITED STATES,"Coil Winders, Tapers, and Finishers",0
MERCEDES-BENZ,SL63 AMG,2009,60001.0,1,1,200001+,M,Forties,GERMANY,Family Medicine Physicians,0
JEEP,WRANGLER,2009,15001.0,1,1,60001 - 80000,M,Thirties,UNITED STATES,Budget Analysts,0
MERCEDES-BENZ,E350,2007,20001.0,1,1,60001 - 80000,M,Twenties,GERMANY,Market Research Analysts and Marketing Specialists,0
MERCEDES-BENZ,E350,2010,30001.0,1,1,160001 - 180000,F,Forties,GERMANY,Nurse Anesthetists,0
BMW,Z4,2008,20001.0,1,1,100001 - 120000,M,Fifties,GERMANY,"Software and Web Developers, Programmers, and Testers",0
CHEVROLET,CAMARO,2010,20001.0,1,1,80001 - 100000,F,Thirties,UNITED STATES,Detectives and Criminal Investigators,0
CHEVROLET,CAMARO,2011,25001.0,1,1,20001 - 40000,M,Thirties,UNITED STATES,Timing Device Assemblers and Adjusters,0
VOLKSWAGEN,EOS,2009,15001.0,1,1,120001 - 140000,F,Forties,GERMANY,Operations Specialties Managers,0
JEEP,WRANGLER,2012,25001.0,1,1,20001 - 40000,M,Thirties,UNITED STATES,Couriers and Messengers,0
JEEP,WRANGLER,2010,25001.0,1,1,40001 - 60000,M,Twenties,UNITED STATES,Statistical Assistants,0
JEEP,WRANGLER,2011,30001.0,1,1,160001 - 180000,M,Forties,UNITED STATES,Nurse Anesthetists,0
CHEVROLET,CAMARO,2012,20001.0,1,1,100001 - 120000,F,Twenties,UNITED STATES,Sales Engineers,0
NISSAN,370Z,2010,25001.0,1,1,120001 - 140000,M,Sixties,JAPAN,Advertising and Promotions Managers,0
CHEVROLET,CAMARO,2011,30001.0,1,1,60001 - 80000,M,Forties,UNITED STATES,"Lighting Technicians and Media and Communication Equipment Workers, All Other",0
AUDI,TTS,2009,30001.0,1,1,60001 - 80000,M,Thirties,GERMANY,Supervisors of Production Workers,0
