purchase_make,purchase_model,purchase_vehicle_year,purchase_price_LB,trade_in,vehicle_financing,customer_income,customer_gender,AgeBin,made_in,job_assign,Labels
MERCEDES-BENZ,C300,2010,25001.0,0,1,20001 - 40000,U,Thirties,GERMANY,"Installation, Maintenance, and Repair Workers, All Other",5
MERCEDES-BENZ,C300,2010,20001.0,1,1,80001 - 100000,U,Forties,GERMANY,Agricultural Engineers,5
MERCEDES-BENZ,C250,2012,25001.0,0,0,0 - 20000,M,Forties,GERMANY,Crossing Guards and Flaggers,5
DODGE,CHALLENGER,2011,20001.0,1,1,40001 - 60000,F,Forties,UNITED STATES,Riggers,5
MERCEDES-BENZ,C300,2010,20001.0,0,1,120001 - 140000,M,Fifties,GERMANY,Air Traffic Controllers,5
MERCEDES-BENZ,C250,2013,25001.0,0,1,140001 - 160000,M,Twenties,GERMANY,Architectural and Engineering Managers,5
DODGE,CHALLENGER SRT-8,2011,35001.0,1,1,40001 - 60000,M,Forties,UNITED STATES,Postal Service Clerks,5
MERCEDES-BENZ,C300,2010,25001.0,1,1,80001 - 100000,F,Thirties,GERMANY,First-Line Supervisors of Police and Detectives,5
MERCEDES-BENZ,C300,2008,20001.0,1,1,80001 - 100000,M,Fifties,GERMANY,"Social Sciences Teachers, Postsecondary",5
MERCEDES-BENZ,C300,2009,20001.0,0,1,40001 - 60000,M,Sixties,GERMANY,"Underground Mining Machine Operators and Extraction Workers, All Other",5
DODGE,CHALLENGER,2013,25001.0,0,1,20001 - 40000,F,Thirties,UNITED STATES,"Baggage Porters, Bellhops, and Concierges",5
MERCEDES-BENZ,C300,2010,25001.0,0,1,60001 - 80000,F,Forties,GERMANY,Public Relations Specialists,5
MERCEDES-BENZ,C300,2011,25001.0,0,1,60001 - 80000,U,Fifties,GERMANY,Police and Sheriff's Patrol Officers,5
MERCEDES-BENZ,C300,2010,20001.0,0,1,80001 - 100000,M,Twenties,GERMANY,"Social Scientists and Related Workers, All Other",5
MERCEDES-BENZ,C250,2013,30001.0,1,0,?,M,Seventies,GERMANY,Natural Sciences Managers,5
MERCEDES-BENZ,C300,2011,25001.0,1,1,60001 - 80000,M,Fifties,GERMANY,Human Resources Specialists,5
MERCEDES-BENZ,C300,2011,20001.0,0,1,60001 - 80000,M,Fifties,GERMANY,Urban and Regional Planners,5
MERCEDES-BENZ,C300,2010,20001.0,1,1,160001 - 180000,F,Thirties,GERMANY,Nurse Anesthetists,5
MERCEDES-BENZ,C300,2008,20001.0,0,1,40001 - 60000,F,Thirties,GERMANY,Travel Agents,5
MERCEDES-BENZ,C300,2009,20001.0,1,1,60001 - 80000,U,Forties,GERMANY,First-Line Supervisors of Non-Retail Sales Workers,5
DODGE,CHALLENGER,2010,25001.0,0,1,40001 - 60000,M,Thirties,UNITED STATES,Athletic Trainers,5
MERCEDES-BENZ,C230,2005,15001.0,0,1,140001 - 160000,M,Fifties,GERMANY,Computer and Information Systems Managers,5
SCION,FR-S,2013,20001.0,1,1,80001 - 100000,F,Fifties,UNITED STATES,Engineers,5
MERCEDES-BENZ,C300,2011,25001.0,0,1,20001 - 40000,F,Thirties,GERMANY,All Occupations,5
MERCEDES-BENZ,C350,2011,25001.0,0,1,80001 - 100000,F,Forties,GERMANY,Mechanical Engineers,5
MERCEDES-BENZ,C300,2011,25001.0,1,1,60001 - 80000,F,Thirties,GERMANY,Transit and Railroad Police,5
SCION,TC,2014,20001.0,0,1,40001 - 60000,U,Forties,UNITED STATES,Librarians and Media Collections Specialists,5
MERCEDES-BENZ,C300,2011,20001.0,1,1,140001 - 160000,M,Forties,GERMANY,"Airline Pilots, Copilots, and Flight Engineers",5
SCION,TC,2012,15001.0,1,1,60001 - 80000,M,Thirties,UNITED STATES,Occupational Therapy Assistants,5
MERCEDES-BENZ,C300,2010,20001.0,0,1,80001 - 100000,F,Sixties,GERMANY,Mechanical Engineers,5
MERCEDES-BENZ,C300,2008,20001.0,0,1,40001 - 60000,F,Fifties,GERMANY,Surgical Technologists,5
DODGE,CHALLENGER SRT-8,2008,25001.0,1,1,80001 - 100000,U,Forties,UNITED STATES,Marine Engineers and Naval Architects,5
MERCEDES-BENZ,C300,2011,25001.0,1,0,?,F,Forties,GERMANY,Sales and Related Occupations,5
MERCEDES-BENZ,C350,2007,20001.0,0,1,40001 - 60000,F,Sixties,GERMANY,Occupational Therapy Assistants and Aides,5
MERCEDES-BENZ,C300,2009,20001.0,1,1,0 - 20000,F,Eighties,GERMANY,"Entertainers and Performers, Sports and Related Workers",5
MERCEDES-BENZ,C250,2012,25001.0,1,1,100001 - 120000,F,Fifties,GERMANY,Top Executives,5
MERCEDES-BENZ,C300,2011,30001.0,1,1,40001 - 60000,U,Twenties,GERMANY,"Drywall Installers, Ceiling Tile Installers, and Tapers",5
MERCEDES-BENZ,C300,2009,20001.0,1,1,40001 - 60000,M,Twenties,GERMANY,Engine and Other Machine Assemblers,5
MERCEDES-BENZ,C300,2011,25001.0,1,1,140001 - 160000,M,Forties,GERMANY,"Airline Pilots, Copilots, and Flight Engineers",5
MERCEDES-BENZ,C300,2011,25001.0,0,1,?,M,Forties,GERMANY,Miscellaneous Healthcare Diagnosing or Treating Practitioners,5
MERCEDES-BENZ,C350,2008,20001.0,1,1,40001 - 60000,F,Forties,GERMANY,Water and Wastewater Treatment Plant and System Operators,5
MERCEDES-BENZ,C63 AMG,2010,45001.0,0,1,40001 - 60000,M,Twenties,GERMANY,"Bailiffs, Correctional Officers, and Jailers",5
MERCEDES-BENZ,C300,2010,20001.0,1,1,60001 - 80000,M,Fifties,GERMANY,Social and Community Service Managers,5
MERCEDES-BENZ,C300,2010,20001.0,0,0,?,M,Thirties,GERMANY,Crossing Guards and Flaggers,5
MERCEDES-BENZ,C300,2012,30001.0,0,1,120001 - 140000,U,Fifties,GERMANY,Petroleum Engineers,5
MERCEDES-BENZ,C300,2010,25001.0,1,0,60001 - 80000,M,Twenties,GERMANY,Public Relations Specialists,5
MERCEDES-BENZ,C300,2010,20001.0,0,1,40001 - 60000,U,Thirties,GERMANY,"Carpet, Floor, and Tile Installers and Finishers",5
MERCEDES-BENZ,C300,2009,20001.0,0,0,?,M,Fifties,GERMANY,Natural Sciences Managers,5
MERCEDES-BENZ,C230,2007,15001.0,1,1,20001 - 40000,F,Thirties,GERMANY,Miscellaneous Assemblers and Fabricators,5
MERCEDES-BENZ,C300,2009,20001.0,0,1,100001 - 120000,M,Thirties,GERMANY,Management Occupations,5
DODGE,CHALLENGER,2012,20001.0,1,1,60001 - 80000,M,Fifties,UNITED STATES,"Education Teachers, Postsecondary",5
DODGE,CHALLENGER SRT-8,2009,30001.0,1,1,40001 - 60000,M,Sixties,UNITED STATES,Terrazzo Workers and Finishers,5
MERCEDES-BENZ,C300,2010,20001.0,1,0,60001 - 80000,F,Forties,GERMANY,"Sales Representatives, Wholesale and Manufacturing",5
MERCEDES-BENZ,C300,2009,20001.0,1,1,40001 - 60000,U,Thirties,GERMANY,Biological Technicians,5
DODGE,CHALLENGER,2010,25001.0,1,1,80001 - 100000,M,Forties,UNITED STATES,"Biological Science Teachers, Postsecondary",5
MERCEDES-BENZ,C250,2013,35001.0,1,1,160001 - 180000,F,Forties,GERMANY,"Pediatricians, General",5
MERCEDES-BENZ,C300,2009,20001.0,0,1,120001 - 140000,M,Forties,GERMANY,Aircraft Pilots and Flight Engineers,5
MERCEDES-BENZ,C300,2010,25001.0,0,0,?,M,Forties,GERMANY,Drafters,5
MERCEDES-BENZ,C350,2009,25001.0,0,1,80001 - 100000,F,Twenties,GERMANY,Database Administrators and Architects,5
MERCEDES-BENZ,C280,2007,20001.0,1,1,0 - 20000,M,Seventies,GERMANY,Other Educational Instruction and Library Occupations,5
MERCEDES-BENZ,C300,2010,25001.0,0,1,?,M,Thirties,GERMANY,Medical and Health Services Managers,5
MERCEDES-BENZ,C300,2011,25001.0,0,0,?,M,Thirties,GERMANY,"Material Recording, Scheduling, Dispatching, and Distributing Workers",5
MERCEDES-BENZ,C300,2010,25001.0,1,1,80001 - 100000,F,Forties,GERMANY,Environmental Engineers,5
MERCEDES-BENZ,C250,2012,30001.0,1,0,?,M,Forties,GERMANY,"Secondary School Teachers, Except Special and Career/Technical Education",5
MERCEDES-BENZ,C300,2010,20001.0,1,1,200001+,F,Forties,GERMANY,"Physicians, All Other; and Ophthalmologists, Except Pediatric",5
MERCEDES-BENZ,C300,2011,25001.0,1,1,200001+,F,Fifties,GERMANY,Family Medicine Physicians,5
DODGE,CHALLENGER,2009,20001.0,0,1,?,M,Twenties,UNITED STATES,"Morticians, Undertakers, and Funeral Arrangers",5
MERCEDES-BENZ,C300,2010,25001.0,1,1,200001+,F,Twenties,GERMANY,General Internal Medicine Physicians,5
MERCEDES-BENZ,C300,2011,25001.0,0,0,?,F,Sixties,GERMANY,"Tax Examiners and Collectors, and Revenue Agents",5
MERCEDES-BENZ,C300,2010,20001.0,0,1,140001 - 160000,M,Forties,GERMANY,Architectural and Engineering Managers,5
MERCEDES-BENZ,C300,2010,20001.0,1,1,60001 - 80000,F,Thirties,GERMANY,Electrical and Electronics Drafters,5
MERCEDES-BENZ,C300,2011,25001.0,1,1,60001 - 80000,U,Twenties,GERMANY,First-Line Supervisors of Construction Trades and Extraction Workers,5
MERCEDES-BENZ,C300,2011,25001.0,0,1,40001 - 60000,U,Forties,GERMANY,Bridge and Lock Tenders,5
DODGE,CHALLENGER,2011,20001.0,1,1,40001 - 60000,F,Twenties,UNITED STATES,"Rolling Machine Setters, Operators, and Tenders, Metal and Plastic",5
MERCEDES-BENZ,C300,2011,25001.0,1,0,?,M,Seventies,GERMANY,Air Traffic Controllers,5
MERCEDES-BENZ,C300,2010,20001.0,0,0,?,F,Seventies,GERMANY,Historians,5
DODGE,CHALLENGER SRT-8,2011,30001.0,0,0,?,M,Twenties,UNITED STATES,"Agricultural Sciences Teachers, Postsecondary",5
MERCEDES-BENZ,C300,2010,20001.0,1,1,20001 - 40000,U,Twenties,GERMANY,Other Teachers and Instructors,5
DODGE,CHALLENGER,2012,30001.0,0,1,60001 - 80000,M,Twenties,UNITED STATES,"Sales Representatives, Wholesale and Manufacturing",5
MERCEDES-BENZ,C300,2008,20001.0,1,1,80001 - 100000,F,Forties,GERMANY,Network and Computer Systems Administrators,5
MERCEDES-BENZ,C300,2011,20001.0,0,1,80001 - 100000,U,Thirties,GERMANY,Sociologists,5
MERCEDES-BENZ,C300,2010,25001.0,1,1,20001 - 40000,M,Sixties,GERMANY,Veterinary Assistants and Laboratory Animal Caretakers,5
MERCEDES-BENZ,C300,2010,20001.0,1,1,60001 - 80000,M,Forties,GERMANY,"Postal Service Mail Sorters, Processors, and Processing Machine Operators",5
MERCEDES-BENZ,C250,2012,30001.0,1,1,60001 - 80000,M,Sixties,GERMANY,"Surveyors, Cartographers, and Photogrammetrists",5
MERCEDES-BENZ,C350,2010,25001.0,1,0,?,U,Twenties,GERMANY,Computer and Information Research Scientists,5
MERCEDES-BENZ,C300,2012,30001.0,1,1,200001+,M,Fifties,GERMANY,Family Medicine Physicians,5
MERCEDES-BENZ,C300,2008,20001.0,1,1,40001 - 60000,U,Twenties,GERMANY,"Counselors, All Other",5
MERCEDES-BENZ,C300,2011,25001.0,1,1,60001 - 80000,M,Forties,GERMANY,"Supervisors of Installation, Maintenance, and Repair Workers",5
MERCEDES-BENZ,C300,2009,20001.0,0,1,40001 - 60000,M,Fifties,GERMANY,"Refractory Materials Repairers, Except Brickmasons",5
MERCEDES-BENZ,C300,2010,20001.0,1,1,40001 - 60000,M,Thirties,GERMANY,Medical Appliance Technicians,5
MERCEDES-BENZ,C300,2009,20001.0,1,1,40001 - 60000,F,Forties,GERMANY,Audio and Video Technicians,5
DODGE,CHALLENGER,2010,20001.0,1,1,20001 - 40000,M,Twenties,UNITED STATES,"Nursing Assistants, Orderlies, and Psychiatric Aides",5
MERCEDES-BENZ,C300,2011,25001.0,1,1,40001 - 60000,F,Thirties,GERMANY,Property Appraisers and Assessors,5
MERCEDES-BENZ,C300,2010,20001.0,0,1,80001 - 100000,F,Forties,GERMANY,Art Directors,5
MERCEDES-BENZ,C250,2013,30001.0,0,1,100001 - 120000,F,Fifties,GERMANY,Human Resources Managers,5
SCION,TC,2013,15001.0,1,1,20001 - 40000,U,Forties,UNITED STATES,Counter and Rental Clerks and Parts Salespersons,5
MERCEDES-BENZ,C300,2010,20001.0,0,1,40001 - 60000,M,Twenties,GERMANY,Social Workers,5
MERCEDES-BENZ,C300,2010,25001.0,1,1,40001 - 60000,F,Thirties,GERMANY,"Cement Masons, Concrete Finishers, and Terrazzo Workers",5
DODGE,CHALLENGER,2013,30001.0,0,1,40001 - 60000,F,Fifties,UNITED STATES,"Meter Readers, Utilities",5
MERCEDES-BENZ,C300,2011,25001.0,0,1,60001 - 80000,M,Thirties,GERMANY,Dietitians and Nutritionists,5
MERCEDES-BENZ,C300,2008,20001.0,0,1,40001 - 60000,M,Twenties,GERMANY,"Miscellaneous Sales Representatives, Services",5
MERCEDES-BENZ,C300,2010,20001.0,0,1,60001 - 80000,M,Fifties,GERMANY,Life Scientists,5
MERCEDES-BENZ,C300,2011,25001.0,0,1,20001 - 40000,M,Fifties,GERMANY,Animal Trainers,5
MERCEDES-BENZ,C300,2013,35001.0,1,1,80001 - 100000,F,Forties,GERMANY,Physical Scientists,5
SCION,FR-S,2013,20001.0,1,1,40001 - 60000,M,Twenties,UNITED STATES,"Excavating and Loading Machine and Dragline Operators, Surface Mining",5
MERCEDES-BENZ,C300,2011,25001.0,1,1,0 - 20000,M,Seventies,GERMANY,"Ambulance Drivers and Attendants, Except Emergency Medical Technicians",5
MERCEDES-BENZ,C300,2009,20001.0,0,0,180001 - 200000,M,Thirties,GERMANY,Chief Executives,5
MERCEDES-BENZ,C250,2012,25001.0,1,1,100001 - 120000,M,Thirties,GERMANY,Nurse Midwives,5
MERCEDES-BENZ,C300,2011,25001.0,1,0,?,F,Thirties,GERMANY,Printing Workers,5
DODGE,CHALLENGER,2009,25001.0,0,1,20001 - 40000,M,Thirties,UNITED STATES,Manufactured Building and Mobile Home Installers,5
MERCEDES-BENZ,C300,2009,20001.0,1,1,20001 - 40000,F,Twenties,GERMANY,Phlebotomists,5
MERCEDES-BENZ,C300,2008,20001.0,0,1,40001 - 60000,M,Forties,GERMANY,"Bailiffs, Correctional Officers, and Jailers",5
DODGE,CHALLENGER,2010,20001.0,1,1,60001 - 80000,M,Forties,UNITED STATES,"Petroleum Pump System Operators, Refinery Operators, and Gaugers",5
MERCEDES-BENZ,C300,2010,20001.0,0,1,20001 - 40000,U,Thirties,GERMANY,Fence Erectors,5
MERCEDES-BENZ,C300,2010,20001.0,1,0,?,F,Forties,GERMANY,"Cooks, Short Order",5
DODGE,CHALLENGER,2011,25001.0,1,1,100001 - 120000,M,Thirties,UNITED STATES,General and Operations Managers,5
MERCEDES-BENZ,C230,2006,15001.0,1,1,100001 - 120000,F,Forties,GERMANY,Nuclear Engineers,5
MERCEDES-BENZ,C300,2011,20001.0,1,1,40001 - 60000,F,Thirties,GERMANY,"Model Makers and Patternmakers, Metal and Plastic",5
MERCEDES-BENZ,C300,2011,25001.0,0,1,80001 - 100000,U,Twenties,GERMANY,Materials Engineers,5
MERCEDES-BENZ,C300,2010,20001.0,1,1,0 - 20000,M,Thirties,GERMANY,Tour and Travel Guides,5
MERCEDES-BENZ,C300,2012,30001.0,0,1,180001 - 200000,F,Thirties,GERMANY,Chief Executives,5
MERCEDES-BENZ,C300,2010,25001.0,1,1,40001 - 60000,M,Forties,GERMANY,Wind Turbine Service Technicians,5
MERCEDES-BENZ,C300,2010,25001.0,1,0,?,F,Sixties,GERMANY,Sheet Metal Workers,5
MERCEDES-BENZ,C300,2010,25001.0,0,1,80001 - 100000,F,Fifties,GERMANY,Veterinarians,5
MERCEDES-BENZ,C300,2010,20001.0,1,1,40001 - 60000,F,Fifties,GERMANY,Mechanical Engineering Technologists and Technicians,5
DODGE,CHALLENGER,2012,20001.0,1,1,40001 - 60000,M,Twenties,UNITED STATES,Biological Technicians,5
MERCEDES-BENZ,C300,2011,25001.0,1,0,0 - 20000,F,Fifties,GERMANY,Occupational Therapy Aides,5
MERCEDES-BENZ,C250,2013,30001.0,1,1,0 - 20000,M,Sixties,GERMANY,"Pressers, Textile, Garment, and Related Materials",5
MERCEDES-BENZ,C300,2011,25001.0,1,1,80001 - 100000,U,Thirties,GERMANY,"Education Administrators, All Other",5
DODGE,CHALLENGER,2010,25001.0,1,1,200001+,M,Thirties,UNITED STATES,"Physicians, All Other; and Ophthalmologists, Except Pediatric",5
MERCEDES-BENZ,C300,2010,25001.0,1,1,60001 - 80000,F,Fifties,GERMANY,Subway and Streetcar Operators,5
MERCEDES-BENZ,C63 AMG,2009,35001.0,1,1,40001 - 60000,M,Twenties,GERMANY,"Tax Examiners and Collectors, and Revenue Agents",5
MERCEDES-BENZ,C300,2010,25001.0,0,1,160001 - 180000,U,Forties,GERMANY,Nurse Anesthetists,5
MERCEDES-BENZ,C300,2009,25001.0,1,1,40001 - 60000,M,Fifties,GERMANY,"Refractory Materials Repairers, Except Brickmasons",5
MERCEDES-BENZ,C300,2011,25001.0,0,0,?,M,Twenties,GERMANY,Rail Car Repairers,5
MERCEDES-BENZ,C300,2009,20001.0,1,1,80001 - 100000,M,Fifties,GERMANY,"Geoscientists, Except Hydrologists and Geographers",5
DODGE,CHALLENGER SRT-8,2009,30001.0,0,1,60001 - 80000,M,Thirties,UNITED STATES,Locomotive Engineers and Operators,5
MERCEDES-BENZ,C300,2009,20001.0,0,1,40001 - 60000,M,Twenties,GERMANY,Reinforcing Iron and Rebar Workers,5
MERCEDES-BENZ,C350,2008,20001.0,1,1,40001 - 60000,F,Twenties,GERMANY,First-Line Supervisors of Sales Workers,5
MERCEDES-BENZ,C300,2011,25001.0,1,1,0 - 20000,F,Fifties,GERMANY,"Ushers, Lobby Attendants, and Ticket Takers",5
DODGE,CHALLENGER,2012,25001.0,1,1,40001 - 60000,M,Twenties,UNITED STATES,Roofers,5
MERCEDES-BENZ,C300,2010,20001.0,0,1,0 - 20000,F,Forties,GERMANY,"Food Servers, Nonrestaurant",5
MERCEDES-BENZ,C300,2008,20001.0,1,1,120001 - 140000,F,Forties,GERMANY,Marketing and Sales Managers,5
MERCEDES-BENZ,C300,2011,25001.0,0,1,20001 - 40000,F,Forties,GERMANY,Building Cleaning and Pest Control Workers,5
MERCEDES-BENZ,C250,2012,30001.0,0,1,100001 - 120000,F,Forties,GERMANY,Training and Development Managers,5
MERCEDES-BENZ,C300,2010,20001.0,1,1,100001 - 120000,M,Twenties,GERMANY,Computer Network Architects,5
MERCEDES-BENZ,C300,2010,20001.0,1,1,100001 - 120000,M,Forties,GERMANY,"Personal Service Managers, All Other; Entertainment and Recreation Managers, Except Gambling; and Managers, All Other",5
MERCEDES-BENZ,C300,2009,20001.0,1,1,20001 - 40000,F,Thirties,GERMANY,Healthcare Support Occupations,5
MERCEDES-BENZ,C230,2007,15001.0,0,1,60001 - 80000,M,Forties,GERMANY,"Makeup Artists, Theatrical and Performance",5
MERCEDES-BENZ,C300,2008,20001.0,1,1,100001 - 120000,M,Twenties,GERMANY,Sales Engineers,5
MERCEDES-BENZ,C300,2012,30001.0,1,1,0 - 20000,F,Forties,GERMANY,"Production Workers, All Other",5
CADILLAC,ATS,2013,30001.0,1,1,20001 - 40000,F,Fifties,UNITED STATES,Emergency Medical Technicians and Paramedics,5
MERCEDES-BENZ,C350,2009,20001.0,1,1,40001 - 60000,M,Twenties,GERMANY,Civil Engineering Technologists and Technicians,5
MERCEDES-BENZ,C300,2011,25001.0,1,1,40001 - 60000,M,Twenties,GERMANY,Medical Equipment Repairers,5
MERCEDES-BENZ,C300,2010,20001.0,0,0,?,M,Fifties,GERMANY,Materials Engineers,5
DODGE,CHALLENGER SRT-8,2010,30001.0,1,1,40001 - 60000,M,Twenties,UNITED STATES,Industrial Machinery Mechanics,5
MERCEDES-BENZ,C300,2011,25001.0,0,1,120001 - 140000,M,Fifties,GERMANY,Sales Managers,5
MERCEDES-BENZ,C300,2011,25001.0,0,0,80001 - 100000,F,Forties,GERMANY,Operations Research Analysts,5
MERCEDES-BENZ,C300,2013,30001.0,1,1,100001 - 120000,M,Thirties,GERMANY,Optometrists,5
MERCEDES-BENZ,C250,2012,30001.0,1,1,200001+,M,Forties,GERMANY,Family Medicine Physicians,5
DODGE,CHALLENGER,2011,20001.0,0,1,60001 - 80000,M,Thirties,UNITED STATES,Boilermakers,5
