,purchase_make,purchase_model,purchase_vehicle_year,purchase_price_LB,trade_in,vehicle_financing,customer_income,customer_gender,AgeBin,made_in,job_assign,Labels
5,CHEVROLET,AVALANCHE 1500,2011,30001.0,1,1,60001 - 80000,M,Fifties,UNITED STATES,Electrical and Electronic Engineering Technologists and Technicians,2
10,GMC,SIERRA 1500,2009,20001.0,1,1,40001 - 60000,M,Sixties,UNITED STATES,"Insulation Workers, Mechanical",2
11,FORD,F250,2008,30001.0,1,1,200001+,M,Fifties,UNITED STATES,"Physicians, All Other; and Ophthalmologists, Except Pediatric",2
17,FORD,F150,2011,25001.0,0,1,80001 - 100000,M,Forties,UNITED STATES,"Forestry and Conservation Science Teachers, Postsecondary",2
18,FORD,F150,2010,30001.0,1,1,80001 - 100000,M,Forties,UNITED STATES,"Business Teachers, Postsecondary",2
33,GMC,SIERRA 1500,2012,20001.0,0,1,40001 - 60000,M,Sixties,UNITED STATES,Sailors and Marine Oilers,2
34,FORD,F150,2013,35001.0,1,1,60001 - 80000,F,Thirties,UNITED STATES,Gas Plant Operators,2
43,CHEVROLET,SILVERADO 1500,2011,30001.0,1,1,120001 - 140000,U,Thirties,UNITED STATES,Advertising and Promotions Managers,2
47,FORD,F350,2012,45001.0,1,0,60001 - 80000,M,Sixties,UNITED STATES,Miscellaneous Postsecondary Teachers,2
49,CHEVROLET,SILVERADO 1500,2013,25001.0,0,1,60001 - 80000,M,Thirties,UNITED STATES,Magnetic Resonance Imaging Technologists,2
55,FORD,F150,2012,20001.0,0,0,0 - 20000,M,Sixties,UNITED STATES,Shoe Machine Operators and Tenders,2
58,FORD,F150,2011,20001.0,0,1,40001 - 60000,M,Twenties,UNITED STATES,"Directors, Religious Activities and Education",2
65,FORD,F150,2010,30001.0,0,0,140001 - 160000,M,Forties,UNITED STATES,"Airline Pilots, Copilots, and Flight Engineers",2
66,CHEVROLET,SILVERADO 1500,2012,20001.0,1,1,140001 - 160000,M,Thirties,UNITED STATES,"Dentists, All Other Specialists",2
70,CHEVROLET,SILVERADO 2500,2011,25001.0,1,1,60001 - 80000,M,Fifties,UNITED STATES,Electrical and Electronics Drafters,2
80,CHEVROLET,SILVERADO 1500,2010,20001.0,1,0,?,M,Thirties,UNITED STATES,"Tax Examiners, Collectors and Preparers, and Revenue Agents",2
93,CHEVROLET,SILVERADO 1500,2011,20001.0,1,0,40001 - 60000,M,Twenties,UNITED STATES,"Elementary School Teachers, Except Special Education",2
95,FORD,F150,2013,25001.0,0,1,200001+,U,Forties,UNITED STATES,General Internal Medicine Physicians,2
96,FORD,F150,2010,20001.0,1,0,60001 - 80000,M,Twenties,UNITED STATES,Artists and Related Workers,2
97,FORD,F150,2012,25001.0,1,1,200001+,M,Forties,UNITED STATES,General Internal Medicine Physicians,2
100,FORD,F150,2012,35001.0,1,1,40001 - 60000,F,Thirties,UNITED STATES,Geological and Hydrologic Technicians,2
102,CHEVROLET,SILVERADO 1500,2012,25001.0,1,1,0 - 20000,M,Sixties,UNITED STATES,Gambling Dealers,2
107,FORD,F150,2011,45001.0,0,1,200001+,M,Sixties,UNITED STATES,"Physicians, All Other; and Ophthalmologists, Except Pediatric",2
111,CHEVROLET,AVALANCHE 1500,2008,25001.0,1,1,120001 - 140000,M,Forties,UNITED STATES,Computer and Information Research Scientists,2
116,CHEVROLET,SILVERADO 1500,2012,15001.0,0,1,60001 - 80000,M,Forties,UNITED STATES,Fire Inspectors and Investigators,2
120,GMC,SIERRA 1500,2011,20001.0,1,0,?,M,Sixties,UNITED STATES,Costume Attendants,2
127,FORD,F250,2010,20001.0,0,1,60001 - 80000,M,Fifties,UNITED STATES,Gambling Managers,2
128,FORD,F150,2012,20001.0,1,0,?,M,Sixties,UNITED STATES,Labor Relations Specialists,2
130,FORD,F150,2012,40001.0,1,0,?,M,Fifties,UNITED STATES,Dredge Operators,2
135,FORD,F350,2008,30001.0,0,1,80001 - 100000,M,Fifties,UNITED STATES,Miscellaneous Engineers,2
137,FORD,RANGER,2011,10001.0,0,0,?,M,Forties,UNITED STATES,Radiologic Technologists and Technicians,2
142,CHEVROLET,SILVERADO 1500,2012,30001.0,1,1,120001 - 140000,M,Fifties,UNITED STATES,Marketing and Sales Managers,2
147,FORD,F150,2011,20001.0,0,1,40001 - 60000,M,Fifties,UNITED STATES,"Chemical Processing Machine Setters, Operators, and Tenders",2
149,FORD,F250,2006,25001.0,1,1,60001 - 80000,M,Forties,UNITED STATES,Web Developers and Digital Interface Designers,2
151,CHEVROLET,SILVERADO 1500,2009,25001.0,1,1,40001 - 60000,M,Sixties,UNITED STATES,Water Transportation Workers,2
161,FORD,F150,2010,35001.0,1,0,200001+,M,Fifties,UNITED STATES,"Physicians, All Other; and Ophthalmologists, Except Pediatric",2
162,CHEVROLET,SILVERADO 1500,2013,25001.0,1,1,20001 - 40000,M,Thirties,UNITED STATES,Septic Tank Servicers and Sewer Pipe Cleaners,2
164,CHEVROLET,SILVERADO 1500,2011,15001.0,1,0,?,U,Fifties,UNITED STATES,Purchasing Managers,2
166,FORD,F350,2010,35001.0,0,1,40001 - 60000,M,Twenties,UNITED STATES,Legal Support Workers,2
167,FORD,F150,2010,20001.0,1,1,100001 - 120000,M,Thirties,UNITED STATES,Medical and Health Services Managers,2
168,FORD,F150,2012,15001.0,0,0,60001 - 80000,M,Fifties,UNITED STATES,Pile Driver Operators,2
177,FORD,F150,2010,25001.0,0,1,60001 - 80000,M,Forties,UNITED STATES,"Math and Computer Science Teachers, Postsecondary",2
182,FORD,F150,2011,30001.0,1,1,20001 - 40000,M,Seventies,UNITED STATES,Library Technicians,2
185,CHEVROLET,COLORADO,2009,15001.0,0,0,?,M,Seventies,UNITED STATES,"Machine Tool Cutting Setters, Operators, and Tenders, Metal and Plastic",2
186,GMC,SIERRA 2500,2011,40001.0,0,0,?,M,Twenties,UNITED STATES,Automotive and Watercraft Service Attendants,2
189,FORD,F150,2008,25001.0,0,0,?,M,Forties,UNITED STATES,"Pediatricians, General",2
192,FORD,F150,2010,30001.0,0,1,80001 - 100000,M,Forties,UNITED STATES,Education and Childcare Administrators,2
195,CHEVROLET,SILVERADO 1500,2011,25001.0,1,0,?,M,UnderTwenty,UNITED STATES,"Nursing Assistants, Orderlies, and Psychiatric Aides",2
197,CHEVROLET,SILVERADO 1500,2011,20001.0,1,1,20001 - 40000,M,Thirties,UNITED STATES,"Tailors, Dressmakers, and Sewers",2
200,FORD,F150,2010,25001.0,0,0,40001 - 60000,M,Forties,UNITED STATES,"Welders, Cutters, Solderers, and Brazers",2
