purchase_make,purchase_model,purchase_vehicle_year,purchase_price_LB,trade_in,vehicle_financing,customer_income,customer_gender,AgeBin,made_in,job_assign,Labels
MINI,COOPER,2009,15001.0,0,1,80001 - 100000,F,Forties,UNITED KINGDOM,"Forestry and Conservation Science Teachers, Postsecondary",2
FIAT,500,2013,10001.0,0,1,120001 - 140000,M,Fifties,ITALY,Computer and Information Research Scientists,2
KIA,SOUL,2010,10001.0,0,1,20001 - 40000,M,Twenties,SOUTH KOREA,"Mail Clerks and Mail Machine Operators, Except Postal Service",2
MINI,COOPER,2009,15001.0,1,1,0 - 20000,U,Sixties,UNITED KINGDOM,Photographers,2
KIA,SOUL,2012,10001.0,1,1,20001 - 40000,F,Forties,SOUTH KOREA,Health Practitioner Support Technologists and Technicians,2
MINI,COOPER,2011,15001.0,0,1,60001 - 80000,M,Fifties,UNITED KINGDOM,Anthropologists and Archeologists,2
KIA,SOUL,2010,15001.0,1,1,20001 - 40000,F,Twenties,SOUTH KOREA,Timing Device Assemblers and Adjusters,2
KIA,SOUL,2011,15001.0,0,1,0 - 20000,F,Fifties,SOUTH KOREA,Occupational Therapy Aides,2
FIAT,500,2012,10001.0,0,0,0 - 20000,F,Fifties,ITALY,Telemarketers,2
KIA,SOUL,2012,15001.0,1,1,40001 - 60000,M,Thirties,SOUTH KOREA,Bus and Truck Mechanics and Diesel Engine Specialists,2
KIA,SOUL,2011,10001.0,0,1,20001 - 40000,M,Thirties,SOUTH KOREA,Helpers--Carpenters,2
FIAT,500,2012,15001.0,0,1,40001 - 60000,F,Forties,ITALY,Reinforcing Iron and Rebar Workers,2
MINI,COOPER,2010,15001.0,0,1,20001 - 40000,M,Thirties,UNITED KINGDOM,Supervisors of Food Preparation and Serving Workers,2
MINI,COOPER,2011,20001.0,1,1,80001 - 100000,F,Thirties,UNITED KINGDOM,"Physics Teachers, Postsecondary",2
KIA,SOUL,2011,10001.0,1,1,20001 - 40000,U,Thirties,SOUTH KOREA,Refuse and Recyclable Material Collectors,2
KIA,SPECTRA,2008,5001.0,0,1,80001 - 100000,M,Forties,SOUTH KOREA,"Atmospheric, Earth, Marine, and Space Sciences Teachers, Postsecondary",2
MINI,COOPER,2008,15001.0,0,1,80001 - 100000,M,Fifties,UNITED KINGDOM,Education and Childcare Administrators,2
FIAT,500,2012,10001.0,1,0,40001 - 60000,U,Twenties,ITALY,Health Technologists and Technicians,2
KIA,SOUL,2011,15001.0,1,1,40001 - 60000,F,Twenties,SOUTH KOREA,"Eligibility Interviewers, Government Programs",2
KIA,SOUL,2011,10001.0,0,1,20001 - 40000,F,Forties,SOUTH KOREA,Psychiatric Aides,2
MINI,COOPER,2010,15001.0,0,1,80001 - 100000,F,Forties,UNITED KINGDOM,Materials Scientists,2
FIAT,500,2012,10001.0,1,1,40001 - 60000,F,Twenties,ITALY,Fundraisers,2
MINI,COOPER,2007,15001.0,1,1,40001 - 60000,F,Twenties,UNITED KINGDOM,"Lathe and Turning Machine Tool Setters, Operators, and Tenders, Metal and Plastic",2
MINI,COOPER,2012,20001.0,1,1,40001 - 60000,F,Forties,UNITED KINGDOM,Rail-Track Laying and Maintenance Equipment Operators,2
FIAT,500,2012,10001.0,0,1,60001 - 80000,M,Twenties,ITALY,"Railroad Brake, Signal, and Switch Operators and Locomotive Firers",2
KIA,SOUL,2010,10001.0,0,1,60001 - 80000,F,Forties,SOUTH KOREA,Miscellaneous Plant and System Operators,2
MINI,COOPER,2007,15001.0,1,1,60001 - 80000,F,Fifties,UNITED KINGDOM,Public Relations Specialists,2
MINI,COOPER,2011,15001.0,1,1,80001 - 100000,F,Thirties,UNITED KINGDOM,Computer and Information Analysts,2
KIA,SPECTRA,2009,10001.0,0,1,20001 - 40000,M,Fifties,SOUTH KOREA,"Electrical, Electronic, and Electromechanical Assemblers, Except Coil Winders, Tapers, and Finishers",2
MINI,COOPER,2011,25001.0,0,1,0 - 20000,F,Forties,UNITED KINGDOM,Dishwashers,2
MINI,COOPER,2010,20001.0,0,1,40001 - 60000,M,Forties,UNITED KINGDOM,"Tank Car, Truck, and Ship Loaders",2
MINI,COOPER,2009,15001.0,1,1,60001 - 80000,F,Twenties,UNITED KINGDOM,Writers and Authors,2
FIAT,500,2013,15001.0,1,1,20001 - 40000,M,Twenties,ITALY,"Helpers--Installation, Maintenance, and Repair Workers",2
FIAT,500,2012,15001.0,1,1,60001 - 80000,F,Forties,ITALY,Postmasters and Mail Superintendents,2
KIA,SOUL,2011,10001.0,1,1,60001 - 80000,M,Forties,SOUTH KOREA,Chemists and Materials Scientists,2
KIA,SOUL,2011,10001.0,0,1,60001 - 80000,F,Fifties,SOUTH KOREA,"Claims Adjusters, Appraisers, Examiners, and Investigators",2
KIA,SOUL,2010,10001.0,1,1,0 - 20000,M,Twenties,SOUTH KOREA,"Passenger Vehicle Drivers, Except Bus Drivers, Transit and Intercity",2
KIA,SPECTRA,2009,5001.0,0,1,80001 - 100000,U,Thirties,SOUTH KOREA,Medical Scientists,2
MINI,COOPER,2008,15001.0,1,1,20001 - 40000,M,Twenties,UNITED KINGDOM,Miscellaneous Metal Workers and Plastic Workers,2
KIA,SOUL,2012,15001.0,0,1,60001 - 80000,M,Forties,SOUTH KOREA,Boilermakers,2
KIA,SOUL,2011,15001.0,1,1,0 - 20000,F,Seventies,SOUTH KOREA,Laborers and Material Movers,2
MINI,COOPER,2009,15001.0,0,1,140001 - 160000,M,Thirties,UNITED KINGDOM,"Dentists, All Other Specialists",2
MINI,COOPER,2009,20001.0,1,1,40001 - 60000,F,Thirties,UNITED KINGDOM,Industrial Engineering Technologists and Technicians,2
MINI,COOPER,2010,15001.0,1,1,20001 - 40000,F,Thirties,UNITED KINGDOM,Information and Record Clerks,2
FIAT,500,2012,10001.0,0,1,20001 - 40000,U,Forties,ITALY,"Inspectors, Testers, Sorters, Samplers, and Weighers",2
MINI,COOPER,2009,15001.0,1,1,80001 - 100000,U,Thirties,UNITED KINGDOM,Industrial-Organizational Psychologists,2
MINI,COOPER,2013,15001.0,0,1,40001 - 60000,M,Forties,UNITED KINGDOM,Religious Workers,2
FIAT,500,2012,15001.0,1,0,40001 - 60000,M,Sixties,ITALY,Embalmers,2
FIAT,500,2012,10001.0,1,1,40001 - 60000,M,Forties,ITALY,Choreographers,2
KIA,SPECTRA,2007,5001.0,1,1,0 - 20000,M,Forties,SOUTH KOREA,Gambling and Sports Book Writers and Runners,2
KIA,SOUL,2010,10001.0,0,1,0 - 20000,U,Twenties,SOUTH KOREA,Cleaners of Vehicles and Equipment,2
FIAT,500,2012,10001.0,0,1,0 - 20000,F,Sixties,ITALY,Gambling and Sports Book Writers and Runners,2
KIA,SPECTRA,2008,10001.0,1,1,20001 - 40000,F,Forties,SOUTH KOREA,"Mixing and Blending Machine Setters, Operators, and Tenders",2
MINI,COOPER,2009,15001.0,0,1,40001 - 60000,F,Forties,UNITED KINGDOM,Statistical Assistants,2
KIA,SOUL,2011,10001.0,1,1,0 - 20000,M,Twenties,SOUTH KOREA,Other Teachers and Instructors,2
KIA,SOUL,2011,15001.0,0,1,80001 - 100000,M,Thirties,SOUTH KOREA,"Transportation, Storage, and Distribution Managers",2
KIA,SOUL,2010,10001.0,1,1,40001 - 60000,F,Forties,SOUTH KOREA,Home Appliance Repairers,2
MINI,COOPER,2011,15001.0,0,1,120001 - 140000,M,Forties,UNITED KINGDOM,Sales Managers,2
