purchase_make,purchase_model,purchase_vehicle_year,purchase_price_LB,trade_in,vehicle_financing,customer_income,customer_gender,AgeBin,made_in,job_assign,Labels
FORD,MUSTANG,2011,25001.0,1,1,80001 - 100000,M,Forties,UNITED STATES,Database and Network Administrators and Architects,5
FORD,MUSTANG,2010,20001.0,0,1,60001 - 80000,M,Forties,UNITED STATES,Farm Labor Contractors,5
FORD,MUSTANG,2011,15001.0,1,1,20001 - 40000,M,Twenties,UNITED STATES,Self-Enrichment Teachers,5
FORD,MUSTANG,2010,15001.0,0,1,100001 - 120000,M,Fifties,UNITED STATES,Nurse Midwives,5
FORD,MUSTANG,2012,15001.0,0,1,20001 - 40000,F,Thirties,UNITED STATES,"Forming Machine Setters, Operators, and Tenders, Metal and Plastic",5
FORD,MUSTANG,2008,15001.0,1,1,20001 - 40000,M,Forties,UNITED STATES,"Healthcare Support Workers, All Other",5
FORD,MUSTANG,2012,15001.0,1,0,?,F,Forties,UNITED STATES,"Special Education Teachers, Kindergarten and Elementary School",5
FORD,MUSTANG,2013,20001.0,0,0,100001 - 120000,M,Forties,UNITED STATES,Physician Assistants,5
FORD,MUSTANG,2010,20001.0,1,1,80001 - 100000,M,Thirties,UNITED STATES,"Mining and Geological Engineers, Including Mining Safety Engineers",5
FORD,MUSTANG,2012,20001.0,1,1,60001 - 80000,F,Thirties,UNITED STATES,Boilermakers,5
FORD,MUSTANG,2012,15001.0,0,0,60001 - 80000,U,Twenties,UNITED STATES,"Actors, Producers, and Directors",5
FORD,MUSTANG,2013,20001.0,1,1,40001 - 60000,F,Forties,UNITED STATES,"Community and Social Service Specialists, All Other",5
FORD,MUSTANG,2012,15001.0,1,1,20001 - 40000,F,Twenties,UNITED STATES,Gambling and Sports Book Writers and Runners,5
FORD,MUSTANG,2010,15001.0,1,1,40001 - 60000,M,Twenties,UNITED STATES,Computer Support Specialists,5
FORD,MUSTANG,2012,15001.0,0,1,0 - 20000,M,Forties,UNITED STATES,Building Cleaning Workers,5
FORD,MUSTANG,2012,15001.0,1,1,200001+,M,Fifties,UNITED STATES,General Internal Medicine Physicians,5
PORSCHE,BOXSTER,2008,30001.0,1,1,80001 - 100000,M,Thirties,GERMANY,"Political Science Teachers, Postsecondary",5
FORD,MUSTANG,2008,10001.0,1,1,20001 - 40000,U,UnderTwenty,UNITED STATES,Helpers--Extraction Workers,5
FORD,MUSTANG,2009,20001.0,0,1,20001 - 40000,M,Twenties,UNITED STATES,"Teaching Assistants, Postsecondary",5
FORD,MUSTANG,2011,20001.0,0,0,20001 - 40000,M,Twenties,UNITED STATES,Pipelayers,5
FORD,MUSTANG,2011,15001.0,0,0,?,F,Twenties,UNITED STATES,Family Medicine Physicians,5
FORD,MUSTANG,2008,15001.0,0,1,160001 - 180000,U,Twenties,UNITED STATES,Nurse Anesthetists,5
